star_rating,review_body
1,Disappointed overall - definitely not what I expected out of such an outstanding cast...
1,"After reading the Hiaasen book (Strip Tease), I was curious about the movie version of the story. While I believe that any movie version cannot reflect favorably all of the background and details of its book form, this movie, in particular did not weave the plot together seamlessly (coherently). If you are not seduced by the visions of the lovely topless Demi Moore, or the Burt Reynold's whacky interpretation of Congressman Dave Dilbeck, you will not find this film compelling. I really think this is about a 2.5."
1,Good movie. Gives you a historical perspective of the life and times of St. Francis of Asssi. Recommended.
1,"I have been a fan of Wanda Sykes for a long time; this stand up does not disappoint.  It is somewhat dated, but she is as fresh as ever."
1,Entertaining--short episodes held my attention.
0,So boring. My six year old was not amused. Nor was I.
1,"Excellent movie, the end is a heart wrencher"
1,I really like this video. It gets the heart rate up and is easy to follow. I do the sun salutations with this regularly and it keeps me on track.
1,"Great show, we totally relate, and enjoy being able to laugh at the things that most families experience, no one is exempt!"
1,"The movie content was good; then ending left me wanting more! Good movie for teenagers and a female audience. True to the book, the acting of the parents was right on to the story. It's a cute movie and book. Slow at some parts. Nothing amazing."
1,Friend recommended and as a guy I was skeptical.  Hilarious!
1,"A little slow, but I do get why."
1,Fun movie. Sometimes it's fun to watch these movies as an adult.
1,Nice to see a female lead scientist.
1,I should have watched this when it was on the regular series but glad I had a chance to see it now.
1,#FEELTHEBERN
1,I love this workout.
1,Wonderfully imaginative and entertaining.
1,Great show I watched with my daughter.
1,Good
1,Great series. Marathoned all six episodes. Can't wait for season two.
1,"Really hard to watch, but also very well done.  We should all ban together and boycott circus elephants and the exploitation of elephants in general."
1,Loved it!  Such subtle plot building and an impeccable cast!  Made us want for more.
0,"I was very disappointed in this movie. I haven't read the book, but I sure hope it's better than the movie was. Judy Blume has an excellent reputation as a YA writer, so I would expect more of her than what came through in this movie. I found it contrived and cliched, as well as inaccurate. The Jewish funeral at the beginning, for the protagonist's father, was ridiculously inaccurate. Kaddish is recited at the graveside, not Shema. The Native American ritual was likewise built on stereotype and very little knowledge of authentic tradition. &#34;Wolf,&#34; whom &#34;Tiger&#34; meets just too conveniently pops up at very contrived moments, and his father being in the hospital is just too precious and absurd. The characters are one-dimensional and cardboard. Even the small touches (a young girl climbs up a mountain in New Mexico and doesn't rip her jeans or get her hands dirty?), are poorly done.<br /><br />I can see where the end has healing and moving qualities. Perhaps my standards are a little high, as I am an adult and the movie was meant for teenagers or &#34;tween&#34;-agers. But any age group deserves the respect of accuracy when depicting religious traditions and rituals, and some complexity in the characters."
0,This movie is just absolutely horrible. I am pretty much down to watch any movie until the end but we literally could not finish it.
1,All-star cast and great story! Spring for HD version. Every time I see this I want to go take the bar and be a lawyer. Marissa Tomei is still as hot as ever. Matthew McConaughey is a brilliant actor.
1,last episode had a nice little twist!
1,"An excellent documentry with a rare behind the scenes of Studio Ghibli working on a feature film. Miyazaki's thoughts on the 21st century and his casual musings were very interesting.<br /><br />If you like anything from ghibli, miyazaki or are an animation fan at all I can't recommend this enough."
1,Feel good movie.
1,A stirring account of three Palestinian gay men struggling to maintain their cultural heritage along with their sexual orientation.
1,"This series is so well done and fun to watch.  I love the leads but the supporting actors are terrific too, especially Chris.  The story is compelling (meaning, you want to know what happens next) and really a pleasure to watch."
1,Great movie
1,"Love Love this show.. anytime you end up saying, OH, NO..while watching it is a good show in my book"
1,interesting
1,Great show! Wish that there was a season 2!
1,Vince never puts out a bad more. Hilarious!!
1,It' a Festavus miracle!
0,Cliched. She screws around without pill. he forgets condom. who needs this?
0,Confusing and far fetched
1,LIGHT and DARK comedy .... I know that sounds like a contradiction of terms ... but in this case it fits!
1,Very entertaining.
1,"High quality, well thought out, magnificently filmed, brilliantly clever."
0,Meh
1,This is a real movie  verygood
0,Gets contrived and simplistic by this season
0,"I'm shocked this movie was actually released.  Boring, corny, and forced."
0,Silly!!!
1,Great show.  Too bad it wasn't picked up for another season.  Mistake HBO.
1,good
1,Amazing!
0,Did not care for this movie
1,Good ending..
1,Great movie! Sets a great tone and mood.
1,Contained i9nformation that I did not previously know but was a little boring
1,Gets better and better.
1,"The movie wasn't bad but I don't think it was as good as the first two, but that is just my opinion."
1,"I like old western movies. Some of the newer ones, not so much!"
1,Great show
1,"Just what I expected, mild story line with a lot of action..."
0,Good actors.  No storyline.
1,Very excellent
1,Another Jack Bauer unrewarded triumph!
1,"This is a great movie, the 3 hours just fly by!"
0,Very very very light comedy for adults only
1,I am hooked for these kind of films I hope that amazon provides more similar films in the future.
1,"Refreshingly honest film. Billed as a comedy, but surprisingly much more poignant."
1,Great learning show for children
1,The acting could have been better but the story line kept my attention.  The music was excellent!!
1,"A bit on the predictable side, but over all an entertaining movie. It certainly kept our teenage foreign exchange students engaged."
1,love housewives
1,great show
1,Loved it
1,Interesting and short. Made for TV but I didn't mind
1,"Brutally true, a look at what reality would certainly be"
1,Really enjoyed!
1,Great storyline and acting.  Gritty and realistic!
1,Such a great movie with lots of laughs!
1,Sneaky Pete has the makings of a good show and I would like to see more!
1,Love Star Trek
1,"Just what you want from an 83 year old horror movie!  Popcorn, after midnight, black & white.......  The Monster Walks!!!!!"
1,How very cool is this series!
1,Too dark<br />Too loud<br />Too atmospheric<br />Too bad because the first two seasons were superb. And season three ends just as we get to the Buffalo Bill story.<br />I'm disappointed we'll never see that segment. I think we would have if the didn't go over the top in season three.
1,"We've watched three episodes so far and we're enjoying it.  The incorporation of actual historical events into the storyline has made it interesting, and we like the pace of the dialogue in that you really have to be attentive to not miss something.  So far so good; we'll see how it develops."
0,"The movie was very good until the end, which sucked."
1,to repetitive
1,In it's class--entertainment--I find it engaging.
1,I for hooked on this and HAD to see each season.  Most series do well in the first two seasons and then begin to enter into a slow death.
0,"I mean, it was so FLAT.  It was predictable, with lots of cutesy moments for the kids which were utterly unnecessary... it was like there were two story line, one serious, one DISNEY.  And they didn't meld well, and they basically destroyed each other.<br /><br />Plus...JAR JAR BINKS.... Will SOMEONE please put a blaster to back of his stupid head and end our pain???"
1,Another excellent Masterpiece Theater series!  Our only problem is we bought and watched the first Season (without commercial interruption...&#34;YES!!!&#34;) in three nights....now we have to wait and watch for when the series begins again in 2016!  Great characters and character development...with lots of &#34;turns&#34; in the script that are unexpected!
1,"Good for a few laughs but very much a lowbrow comedy. Some are going to love its cliches and taking things a bit too far, others will find it offensive in its disrespectful tone."
0,"Sorry Mr. Bridges, couldn't watch more than 20 min.  ugh."
0,"Poorly acted, poorly filmed, poorly edited.  Loud, boring, predictable.  Nostalgia is the only reason to explain the positive reviews.  Watched it as an adult with my wife, first time seeing it.  9 year old daughter tolerated it.  Wife and I hated it.  It's terrible.  Did I mention it's loud?  Stupid and noisy.  It's a lazy movie that tries to get laughs exploiting the fat kid and the asian, and the Mexican maid.  Beyond this, it's just too boring to keep writing about."
1,The story line is getting poorly written.
1,Great movie! Everyone would benefit from this story
0,Didn't care of for the movie.  Movie was poorly done.
1,I liked the plot but had a hard time with the main character. His acting is pretty flat but I wanted to see the outcome. The ending was a disappointment. Seemed like they never really finished the script & just slapped on a random ending.
1,"Finally a tv series you can't the guess the end.  Dynamic cast, great locations and only one person died and not on camera.  We want more"
1,I am a huge walking dead fan and this looks great!! Character building is what keeps u watching and they have done a great job of it in episode one. Plus they took something that is currently an epidemic that is really killing kids worse than ever before (heroin) and incorporated  it into the storyline. Nice. Very multidimensional.
1,"Awesome show, after the end of the Sopranos and the Wire this keep me in tune to HBO."
1,Really funny and entertaining.
1,Greatly exciting and stimulating.  It is logical and informative. It would be a tremendous evangelism tool for a soul winner.
1,Chick flickðŸ˜Š
1,Great play
1,"I love this show.  It's funny,  geeky and full of exciting adventures.  Sometimes it's like everyone else gets injured or killed and only sg1 makes it out alive... But still it's great. The other bad thing about this is that they canceled the stargate franchise altogether.  Wish it was still going on!"
1,"A subtle message in this movie that doesn't become apparent to the end. When I got to the end, I said, WOW, that's a pretty great move."
1,I really enjoy watching Downtown Abbey.
1,"Keeping things going, even with a rocky start"
1,Loved this movie! I would recommend. Very inspirational.
1,"Good story, interesting characters.  Sometimes too much violence.<br /><br />Why have several stories I've watched for free on Amazon Prime now available only for a charge?  This includes Justified, Primeval and Defiance."
1,My kids favorite show!!!
1,"every chance I get i watch from the beginning- I have always wanted to see this program-love the scenery, the dress, the attitudes of the people and the story-AWESOME"
1,One of the greatest shows ever cancelled!!
1,This fills in the blanks between Captain America 1 and 2. Very fun season
1,The mother of all reality shows.  Still holds up.  Interesting how it has changed over the years.  Great Fun.
1,Great show
1,Best Show ever made. I'll watch this show loads more.
1,Best season yet! LOVED IT!
1,"Good show, hope it keeps going"
1,Good movie
1,"quite predictable.Heart-warming for dog lovers in a dog loves man way, but not deeply engaging for me."
1,I love the books and most of the movies. This particular one happens to be my favorite.
1,I love Mr. Rogers.  Thank you for making this available.
1,Magnificent!!
0,Changing my review to 1 star. After a few months use the end near connection is splitting open!!!!
1,Great movie!!!! The new James Bond!!!! LOL
1,I liked this movie a lot.
1,Loved every single minute
1,Loved this season great action from start to finish looking forward yo season 2
1,Cute - my 5 year old loved the season
1,Brings back a good feeling of Nostalgia.
1,awesome movie
1,"It's an engaging enough series. A bit too violent for me, so I couldn't give it five stars."
1,I loved this film. Some of the scenes and music are a bit odd (such is Japanese Style:) But the message and connected love that is transended by food (Italian food). A different way of looking at a friendship and romatic relationship and how it flows. 2 thumbs up :-)
1,"Love it!  For some reason the Cello pulls me in.  The songs, too.  The story is sad but captivating."
1,Great exciting series I hope there are more to come.
1,FANTASTIC SHOW
1,Great show!  A must see.
0,Terrible
1,Being a strong fan of the original &#34;Star Trek&#34;....never thought I'd watch this Season...very very good.....I really liked the<br />&#34;Evil Skin&#34;...really touch my soul....made me think!
0,"Not so much a comedy, as a dark drama. These actors are extremely funny, but this movie was not roles for them to showcase that talent."
1,Loved it. Going to be sad when I complete the 5th & final season!
1,"This is a fun, very humorous, love story that was overlooked by the critics.  Set mainly within Provence, France at a beautiful chateau with scenes from London, Russell Crowe does a great job as an actor.  He is a funny, outrageous, smart, egocentric romantic who finds himself at a crossroad between his business life in London and a laid back style in Provence.  He is supported by Albert Finney, Marion Cotillard, Archie Punjabi, and Didier Bourdon, all of whom do a wonderful job.  The story swaps between the past and the present, giving impetus as to why two people who forgot they met as children, grow up in different cultures, and fall in love.  I rarely watch a movie more than once, but this one I enjoy watching it again and again with my family and wife."
1,"Really Weird, but good nonetheless."
1,Great for a kids semi scary animated flick...
1,"I love it, I need to re-watch it again as it give out so much information. I learned a lot too."
1,A very good improvement since season 1.
1,Very touching and inspiring. A testament to the value of every life.
1,It was entertaining. Not a waste of time.
0,"boring, couldn't understand the dialog.  Shut off the movie after 45 minutes."
1,A very interesting celebrity. Bold smart and courageous.
1,my family love this.
1,More of the same hilarious hijinks from the crew of Archer. More excited about next season than I would have thought possible.
1,"Very promising show, excellent casting."
1,This is an awesome program based on the railroad being built to the Pacific.
1,Cenk speaks the truth!  TYT is an excellent source for real news! This movie is very inspiring and makes you think about who is funding your news source.
1,More please!
1,WATCHED THE SERIES WILL WATCH AGAIN AT ITS START
1,Grows on you as they plot develops.
1,"Predicable, but cute."
1,Excellent
1,Good
1,A touch of The original Disney with something new added.
0,Unimaginative dialogue & writing.  I couldn't even finish the entire episode because I was so bored!
1,"I've seen this movie probably 100 times, Denzel is one of my favorite actors of all time, and this movie is by far my favorite movie ever. Every time I watch it, I find one bit of foreshadowing or some other detail that I have never caught before. Each time watching it is as good as the first time if not better. Highly recommended."
1,Good to pass time
1,"smart, ethical, timely.<br />Very well acted,<br />Unusually smart scripts"
1,great series i love watching it
1,OK but not worthy of more than 3 stars on my opinion.
1,I loved this series so much that I started watching it all over again from the beginning. And I am enjoying it even more now than the first time. Looking forward to starting season 2
1,GETTING 2 B 2 MUCH B/S
1,Very good war show.  Typical Hollywood though in many areas.
1,"Great movie. Unique, realistic, and artsy at the same time."
1,Great series
1,AN EXCELLENT MOVIE ONE OF THE BEST IN MY OPINION THANKS
1,Excellent movie!
1,"Great history and story!  Not too gory like some war movies, but you get the idea.  Lots of cameos, too.  Be sure to look at the credits."
1,Just keeps getting better and better!
1,Love veggietales
1,"Such an intense show! It has great plot lines. And the lead actor, I've seen him before but always in secondary roles. He was a perfect choice."
1,Very funny
1,Excellent movie!!
1,It was enjoyable.
1,Typical british comedy. Enjoyable
1,"Silly fun that occasionally trends toward smart.  It strikes me as trying a little too hard to parallel House of Cards but Julia Louis Dreyfus is definitely enjoying herself, especially given all the cursing she gets to do via HBO.  Anna Chlumsky is actually the actress/character I'm most enjoying...when I'm not remembering her as a child star opposite Macauley Culkin in My Girl!"
1,An really enjoying the show - I missed the seasons when on tv so I am catching up for the new season 6
1,Loved it
1,great series
1,This is the only show that even comes close to competing for my attention. I've watched both seasons on prime art last 6 times and I'm still amazed at the level of detail that this show provides.  A+
1,Awesome documentary
1,Favorite show!
1,Good.
1,"This season has been a roller coaster of ups and downs, who to trust, and even the plot is much more diverse. Every week I tune in waiting to see what merry twist is in store this week."
1,Good movie but not great.
1,"Nothing exceptional, just your standard loud noises and things jumping out at you."
1,"Story is warm, heartfelt, and relatable,  Gave it only 3 stars, however, because at times it was bit difficult to understand due to the strong British accents.  Also it moves a bit slowly."
1,Tatiana Maslany is amazing in the multiple roles she plays. Fast paced. Suspenseful.<br />Felix is a great counter point character.
1,"Great cast, great dialogue. Made me read the book. I hope they do the rest of the trilogy."
1,Wonderful actors and acting.
1,Amazing!
1,"This movie will make you become a keeper of the dead, just like its protagonist. It is a gorgeously directed, written, and acted movie. I literally gasped at how symbolic and subtle one shot was directed. But...it made me cry harder than any movie I've ever watched. I'm still glad I saw it because thoughtful, beautiful things should be seen even when it hurts. Recommended for people who enjoy movies like Heartlands (another British gem) and Bright Star."
1,Minnie driver is awesome as always!
1,IN LOVE WITH THE SHOW!!!
1,I would recommend. It was filmed just prior to 2000 in France. It's a bit different presentation than I'm used to but found the whole idea of gleaning really very interesting. Hearing about the laws they have in France governing it was fascinating.
1,This movie really highlights the reality of what a dad misses out on when the Mom thinks it's best to &#34;protect&#34; dad from reality. Loving your kids is about knowing your kids and this movie depicts a father in his retirement years trying to engage with his adult children after years of working to provide for them.  I enjoyed it!
1,Great Show!
1,Thanks
1,Love this show!!!
1,"It is getting VERY interesting.  As usual, Halle is EXCELLENT!  The acting is superb and the plot line interesting for a basic SciFi program.  The exploration of human interfaces with people, places, and circumstance.  I salute the entire production company on this program!"
0,Lost interest in it within the first five minutes.
1,"As I have commented before: A superb television SciFi series, with excellent writing and acting. Stargate SG1 is my second, all time, favorite TV SciFi series, only slightly behind Star Trek Deep Space Nine. This will be my second &#34;trip&#34; with SG1 and my fourth &#34;trip&#34; on DS9."
1,LIKED EVERYTHING ABOUT IT
1,Love it!
1,When I found 24 on Amazon Prime I decided to watch it from the beginning. I used to watch an episode every now then. Now it makes sense after finishing the first season.<br />I love the idea of 24 hours in 24 episodes. Will watch the rest of it when I have time. It is really entertaining.
1,One of my top 5 favorite shows of all time!
1,Excellent ... well done.
1,Well written!! very funny
1,Love the Golden Girls.
1,Twists and turns
1,"This course is absolutely spectacular. Unfortunately, for this clip titled &#34;How to Use Wide Angle Lenses,&#34; the selected segment is one which focuses on how NOT to use wide angle lenses. Still valuable, but there are more appropriate clips that would have supported this title."
1,"This is a very slow moving movie. If you have a couple of hours to relax and enjoy the amazing animation and sweet storyline, it's well worth it."
1,Fantastic!!
1,"I liked it. Never a dull moment, lots of action"
1,So many twists and changes that I didn't expect.
1,Was great
1,Great movie!!!
1,Good
1,"This only got 3 stars but it's great if you're a fan of scifi. Super advanced technology, good action, and Mila is hot. /thread."
1,fun movie. well done.
1,Best series ever!!  Can't believe it was canceled.
1,"it was cute, but not 5 star. i injoyed it"
1,Baby loves it.
0,"I normally enjoy Keira Knightly's acting. However, this movie was slow, and rather boring. I only made it through the first fifteen to twenty minutes of it. Sorry Keira."
1,Worth watching.
1,Good
1,My kids love this show.
1,Very touching.
1,"Good war movie.  I liked it.  Story made sense.  Actors acted, director directed, nothing annoying about<br />effects, not too preachy.  Avoided most traps these things fall into and moved along well enough to keep my interest."
1,Good show
1,Stop the smart meters.  You are deceived.  Watch this video for why and take action to protect your privacy and health.
1,I haven't found an episode yet that I am disappointed in. They are are all informative and the images are truly fantastic!
1,"The realism and action what makes 24, for my Wife and I the best show ever. Jack Bauer is the ultimate resource for getting the job done with honesty and integrity."
1,Enjoyable light fair. Have your tissues ready. Based on a Nicholas Sparks novel. Nothing else needs to be said.
1,"Not what I expected @all. Great story, scary & heartwarming @ the same time. Just like love should be!"
1,This was done like an old mobster movie which would have been fine but the music was horrible.
1,"Well acted and well crafted. This film takes on a real life issue, with compassion and honesty. Beyond the typical Hollywood version of a subject matter such as this. Expand your Universe and see this sweet &#34;little&#34; film."
1,funny
1,Love it!!! Even as an adult.
1,Great Action scenes believable scripts fantastic acting and back ground scenery
1,Wonderful show.
1,Loved it! Jim parsons was perfect for the part.
1,Great show
1,Fuunnnny!!!!
1,"Great actors, good story. Wish there were more seasons..."
1,One of my son's favorite shows!
1,Love these movies so it would be hard to make me unhappy!
0,"Love drag race but this show is lame. Thought it would fill my drag race cravings but no, it's just boring."
1,Great show.
0,Terrible
1,Good movie
1,"Some content was not biblical, but had good meaning."
1,Great movie.
1,We are ready for more. Great show.
1,excellent...
0,Sound trsck was very poor.
1,Favorite series!
1,"Entertaining, but more of the same with not a lot of new ideas."
1,Not a bad flick.  Was certainly entertaining.
1,Absolutely amazing! There is so much going on and is all told so well.
1,Ok
1,"My 20 year old daughter LOVED this movie - very well done, deep, enlightening, inspirational and exceptional acting."
1,"The story was so well-told that it hardly seemed to be just under 2hrs long.  It's a very accurate, unbiased portrayal of our public education system (unless, of course, you're the teachers union). It'll leave you fired up and angry."
0,I watched this because it was free for Prime members. It was truly godawful and the CGI turtles looked utterly ridiculous.
0,"Got curious after watching the new Hitman movie. Good, but the new version brings more action & a strong female lead."
1,"interesting, tells about various landmarks in different countries and some of there history"
1,Love these 2 hotties!
1,How can you go wrong with spongebob square pants? That sponge is an institution.
1,"I loved this as a kid and my kids now love it, as well.  Good stuff!"
1,Good family movie!
1,My 2 year old granddaughter seems to love it. It keeps her pretty engaged.
1,need season 3 but can't afford $2.00 per episode
0,"I went into this knowing expecting a silly nonsense movie but didn't care since I was in the mood for it.  Sadly, this was so unimaginative that I couldn't finish watching it.  I do want the dress Sofia was wearing at the beginning of the movie though - stunning."
1,Series keeps one wanting to watch more. Fiction and non fiction accounts from the beginnings of the boardwalk icon!
1,Brilliant.  Wish there was more.
1,Loved It!!!
1,I cannot wait for season 2!  This show is so funny (and engaging and endearing!) and left me wanting more as soon as I finished it!
1,... The Glades has a magical quality which leaves you feeling as if you had lived in Florida all your life.
1,only watched one president
1,"Interesting number of characters, various plots evolving."
1,great show!
0,Waste of time.
1,good little series
1,Pretty good
1,Great show in the spirit of Stargate SG-1
1,"Never a dull moment, always on the edge of my seat. The most captivating series I have seen to date, never a disappointment!!"
1,Good funny!
0,Love the book and the black & white movie but could not get into this one and turned it off after 15 minutes.
1,"This was one of my favorite sci-fi shows! Loved Neelix, Janeway and 7 of 9!"
1,The authenticity of the period is very depicted. The story follows history well.
1,As good as season 1
1,"Wonderful story lines, and acting is superb. I can't stop watching!"
1,"This is my girlfriend's favorite film, and she had me watch it with her. Some hours later, we have yet another thing we agree on. A wonderful movie."
1,Mr..crabs is so cheap.
1,We â¤ï¸â¤ï¸â¤ï¸â¤ï¸ John Wayne!
1,Love this show!!!
1,What an excellent series!  I am so sad we're up to the last season.
1,good
1,Has
1,"My 4 year old son loves the original cartoon and we had to buy the new updated version. He loves it! It's adorable, he loves it so much, he can watch it on repeat for days. Momma loves it too!"
1,Loved this show...at times I even laughed out loud  Happy to discover a really great new series
1,It's entertaining in a just passing time sort of way. It certainly is better quality than many of this type of productions.
1,"A little too early to tell, but it looks like the characters, like those of the original series (ourtside of Mashonne (sp), will be doing heroically stupid things, and all around will die horrible deaths...except them. Why can't they be a normal group of people doing &#34;smart&#34; things to stay out of trouble. That would be an original show!"
1,"Not as good as the Mentalist, but entertaining none the less."
1,I and my wife enjoyed it and watched with a big interest in spite of occasional audio problems like unsynchronized audio and video or even one time complete loss of audio.
1,"This show is something else. Wow, Bold, funny, crude, and entertaining. How the heck do the writers come up with this stuff. Can't wait to see what happens in season two."
1,Enjoyable!
1,My kids love this
1,I loved the series.
1,Hilarious. I haven't watched it since it first came out.
1,Well written.
1,Great costumes and setting but in general a little weak.
0,Storyline did not hold my interest
1,Great account of an important pilgrimage.
1,The show is amazing and it need more viewers
1,Excellent movie.  The little boy is so cute!  It makes you wonder about the after life!  At movie!
1,"Literally the best movie I have ever seen.<br /><br />It is a masterpiece, from the cinematography to the acting, to the plot. My next best/favorite movies are a toss up between the original Star Wars trilogy, the Lord of the Rings trilogy, and the Harry Potter series. All frivolous compared to this movie. This one shows what CAN be done with a master film maker at the helm.<br /><br />It is not a movie you will want to watch repeatedly or often. About every ten to fifteenth years might be right. I've seen it twice, once when it first came out, in the theater, and later on DVD. And that is enough for me. It is a &#34;heavy hit,&#34; but a movie everyone should see at least once."
1,Fantastic show. I hated seeing it end. I wish they would still be producing
1,"This is so funny and Gary Owens, is off the chain, I laughed so hard, so much, my side hurt. we need more of this humor. :-). To funny!"
0,"Though I like the actors a lot and am a history buff, I just don't like this.  There isn't a compelling storyline.  It's very predictable as things are telegraphed way ahead of time.  The violence is gratuitously graphic.  I know the era and the characters would be violent but it seems that many of the scenes are used not to move the story on but to impress the audience with the special effects...spattering blood, etc. Yeah, this guy got killed, you gained nothing by drawing it out.  The story isn't that interesting and the characters aren't likable so why should I keep watching beyond the four episodes I gave it to get interesting."
1,Excellent show... My fav
1,I enjoyed the mix of humor and a serious subject with two emotionally flawed characters. I just did not care for the ending which I found weak.
1,this show is addicting!
0,Voices are ok. Lack of sparkle to the stage design nd costumes.  A rather dark presentation of what is usually light hearted.
1,So hope they bring Jack back....again!
1,"Come on its Voltron, of course 5 stars."
1,Really good!
0,"Nothing like the original, very disappointed.  Thankfully it had good action sequences"
1,"Frank is outstanding.  For a short little guy, he really has HUGE talent.  Unfortunately, like most comedians that rely almost entirely on their impersonations, if the impersonation misses, the routine falls flat.  Luckily for us, that is VERY rare with Frank!!"
1,"Very insightful and informative. I've always heard of it, and thought it was hard...but had no idea how bad it was."
1,"Quirky, fun & funny!!"
1,Good show that uses too much profanity.
1,Drama! Lots of fun! Totally recommended.
0,Terrible movie.
1,Much more interesting this year!
1,It's interesting
1,My 3yr olds love it
1,Great show
0,Couldn't even make it through the first episode it was so boring.
1,"Excellent show, truley exciting."
0,Crude humor. Not interested.
1,love it
1,Very good
1,I liked this movie.  It is based on a true story from the mid 1750's in Pennsylvania.  The movie did not have a wide theatrical release so I did not expect a lot from the production.  The acting and production quality was much better than I expected for an independent release without a sizeable budget.  I am not getting into the &#34;politics&#34; of the historical events but appreciated the faith based portrayal of the immigrant family who left their home in Europe to practice their faith in a new land free from religious persecution.
1,"A blast to watch. It has humor, a bit of sadness, and a great story - this should appeal to many. I don't want to reveal the plot, but I will say its about a secret society that works to save the world, only invites &#34;exceptional&#34; youngsters in when old members die, and there's a mad-man out to destroy the world as we know it - and the new class has to learn and deal with this threat as current members are being killed. This movie has<br />1) a bit of Get Smart, although its much more intelligent than that (and I loved Get Smart when I was a kid);<br />2)a bit of Bond, but it is much more self deprecating than that; and<br />3) even a bit of Justice League thrown in, but much more sinister than that.<br /><br />A great Sunday afternoon film with great actors taking on interesting and well developed characters."
1,"Nuanced, engaging and thoughtful.  Critiques our xenophobic tendencies as only Spielberg knows how to do."
1,Good Movie! !
1,I really enjoy The Good Wife episodes.
1,"I like this.  It has a distinctly adult flavor--given its sexual aspect.  But it doesn't go over the top with it.  It's entertaining enough that I kept watching despite the feeling that, at times, I might overdose on the sweetness.  Just as I felt I was approaching saturation, the REAL people showed up.  You know.  The ones with warts--just like the rest of us.  That was a relief.  I must admit it did have just a bit of that &#34;stiffness&#34; I always feel at the start of a new series.  But given how much I liked it, I am expecting GREAT things when the actors are feeling more at home in their roles.  And I anticipate it will not disappoint."
1,Last season was better but it still intrigues.
1,saw it in 1962.... meant a whole lot more today .. still the same issues abound throughout ..
1,Loved it! Can't wait to see another episode!!
1,Excellent character development.
1,good show hope they make more
1,ENJOYED!
1,Good
1,"well written performed, directed and filmed"
1,Best show ever!
1,"Like the storyline. Some, not all, of the acting is a little over the top. Overall, I really enjoy the show."
1,This is some of the best writing for a television series that I have watched!  It is gripping television.
1,"Good writing and all, but it brought up to many feeling about our own experience"
1,This is actually my wife's rating.  She really loved it.  I did not watch it but she wanted me to write this and say that it is a very good show....
1,Excellent!
1,It is definitely a fun show.  Reminiscent of Firefly.  it will be interesting to see how the characters develop.
1,Expertly crafted animation and storytelling. Great for all ages.
1,Cried through the last half of season five.  Great!  Wish there were more per season.
1,One of his favorites
1,It was incredible I'd give more than five stars if there were more I loved the movie
1,Another great comedy/horror calssic with a tongue in cheek approach to the old genre of monster movies with a unique twist that kept me watching until the bitter end!  This is obviously an 80's version of a Vincent Price 3D Horror classic from the 50's that scared the pants off many!
1,my three yr old grand daughter lovesssss it
0,Blah
1,Awsome Show
1,"Great ensemble cast. Feel good movie, but not soppy."
1,"This movie was awesome. It has a very unique plot, something I've never seen before. It's definitely worth checking out!"
1,This show is addicting!!  And there are 7 seasons to watch on Amazon Prime!!
1,Nice show
1,Great movie
1,Great movie.
1,i love this show
1,"This series left me hanging in many ways , a little too British, I was confused by a lot of their lingo. Disjointed plot but some of it was enjoyable even so."
1,excellent
1,"Good movie, unexpected ending, which is always a good thing! Charlize is great in it of course!"
1,"Fantastic Film, everyone should watch it."
1,"I thought it was pretty good. Kept me on the edge of my seat. Kind of a slow start but after it finally start goin, it was good."
1,Hot Viking love him.....Wonderful series and much actual history to be learned if your so inclined. Fabulously portrayed interesting characters whom you either love or feel great disdain for then quickly all is changed and one begins to fall for all the characters portrayed. Very well done....
1,Why not make season 7 prime also. They want to charge for the last season and I don't think is fear.
1,Fabulous for kids with an interest in the world around them.  Wish it was still in production!!
1,Just as I remembered it. Definitely a classic.
1,"I love this show,"
1,"Great action. Vivid and graphic violence make the movie a real seat squirmer. This movie and others like it should educate the public on what our military goes through, whether we agree or not, for us and make the ultimate sacrifice so we can go about our merry lives mostly without a care. Thank the goodness that exists, for the most part, our soldiers won't have to face that kind of agony and violence depicted in this excellent flick."
1,Hubby & I love watching True Blood.  It's become a nightly ritual after the kids go to bed.  Can't wait for Season 6!
1,Great spy thriller.  Hoffmann's performance as a world-weary German intelligence agent is spot on.
1,I'm looking forward to the next episode.
1,Good story and good acting. Season 3 please. ðŸ˜Š
1,"Such an accomplished, amazingly strong woman.  Susan Oliver is one of my favorite actresses of all time, A true pioneer in so many ways. Classic beauty that rivaled the best Hollywood had to offer, on the Big Screen or Television. She will stand the test of time.  I remember watching TV back when I was young in the 70's and always wondering who this beauty was, I had such a huge crush and she was so prolific.  Now 52 I am now rediscovering Susan all over again. The bravery she possessed being only the 4th woman ever to fly solo across the Atlantic took nerves of steel and courage beyond belief. So talented!!  I wish she was still alive so I could tell her, but she's looking down and knows. A great role model to all!! Susan set her mark and stuck to it! Great documentary for anyone who treasures the golden years of Television.  George Pappy did a fabulous job!!  Sincerely, John Ferro in FLA"
1,They carefully did their research on each generation of vampire to make a hilarious documentary.
1,It missed some key elements from the book. Still aight though.
1,"silly story, cheap action"
1,It has a slow start but then picks up toward the middle - end.
0,"I have watched trailers and clips of this and have always had a desire to watch. So I ordered season 1 epi 1.... But it was a lot scarier than I expected.  I was unable to watch ;(. With that I have to say, I'm a Christian and I'm not desensitized like I used to be!!  I love medevil era type movies, but I don't like scary stuff at all!! I've heard awesome reviews from friends I just could not watch myself!!  I'm sure the authors and illustrators are very talented!!!"
