marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	22937365	R2JG6NOR65A9QN	B00X8UKOUK	666093513	Catastrophe - Season 1	Digital_Video_Download	5	0	0	N	Y	Good well-written show...	This is actually my wife's rating.  She really loved it.  I did not watch it but she wanted me to write this and say that it is a very good show....	2015-08-31
US	9959130	R23Z7DTTTXAR4H	B00VFTCGES	672024888	Interstellar	Digital_Video_Download	5	0	0	N	Y	Five Stars	Excellent!	2015-08-31
US	36285912	R195CGMHZAZVUI	B00YI29KKM	903769270	Killjoys, Season 1	Digital_Video_Download	4	0	1	N	Y	Helps with the loss of firefly	It is definitely a fun show.  Reminiscent of Firefly.  it will be interesting to see how the characters develop.	2015-08-31
US	22805909	RV01BOH5DVZ50	B00UT42OH4	546299002	Song of the Sea	Digital_Video_Download	5	0	0	N	Y	Great for all ages	Expertly crafted animation and storytelling. Great for all ages.	2015-08-31
US	43380957	R24O3RUAVJZPYU	B00ZZ08Q1K	156264553	Downton Abbey Season 5	Digital_Video_Download	5	0	0	N	Y	Fantastic!	Cried through the last half of season five.  Great!  Wish there were more per season.	2015-08-31
US	1313127	R3206E55DT5I8N	B00GNFS8YQ	955145475	Curious George Season 7	Digital_Video_Download	5	0	0	N	Y	Five Stars	One of his favorites	2015-08-31
US	18537774	R1V9PXLWXX22KK	B001EBWIPY	685770316	The Green Mile	Digital_Video_Download	5	0	0	N	Y	... more than five stars if there were more I loved the	It was incredible I'd give more than five stars if there were more I loved the movie	2015-08-31
US	39122522	R1AZE6VN7SKQLP	B001H1WXYW	542688796	Waxwork	Digital_Video_Download	4	0	0	N	Y	Another great comedy/horror calssic with a tongue in cheek approach to ...	Another great comedy/horror calssic with a tongue in cheek approach to the old genre of monster movies with a unique twist that kept me watching until the bitter end!  This is obviously an 80's version of a Vincent Price 3D Horror classic from the 50's that scared the pants off many!	2015-08-31
US	46817865	R3622HKFJJ16KQ	B00L0Y5Y8I	726607310	Shaun the Sheep Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	my three yr old grand daughter lovesssss it	2015-08-31
US	13746515	R1V5PX7YADEH4D	B011I2LM8M	244174299	I Am Cait, Season 1	Digital_Video_Download	1	4	6	N	Y	One Star	Blah	2015-08-31
US	7035187	R3TT2ONJHZ839H	B009329Y30	328235297	The Lucky One	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awsome Show	2015-08-31
US	9968318	R1YAIEQ5EV5XLY	B00AY5B9QA	877368404	Love Actually	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great ensemble cast. Feel good movie, but not soppy.	2015-08-31
US	18080144	R4W7H9W6540CS	B00VFTCGES	672024888	Interstellar	Digital_Video_Download	5	0	1	N	Y	Amazing. Must see.	This movie was awesome. It has a very unique plot, something I've never seen before. It's definitely worth checking out!	2015-08-31
US	12458957	R1K6S6ZTR2FMNH	B005PK57IK	551005158	The Good Wife, Season 3	Digital_Video_Download	5	0	0	N	Y	Love-Love this series	This show is addicting!!  And there are 7 seasons to watch on Amazon Prime!!	2015-08-31
US	9845997	R1VO9JN4X7L8BB	B00KPQ9Q0E	772693518	The Last Ship Season 1	Digital_Video_Download	5	0	1	N	Y	Five Stars	Nice show	2015-08-31
US	28665349	R1BVC85SP4YR17	B00ST1OAUI	955620049	Fury	Digital_Video_Download	5	0	1	N	Y	Five Stars	Great movie	2015-08-31
US	2492374	R2F47KJ8IGNU0B	B00VHQQW94	739269952	A Thin Line Between Love & Hate	Digital_Video_Download	5	1	1	N	Y	Five Stars	Great movie.	2015-08-31
US	23275303	R192ZNOTSO3FML	B010AI9YCG	420702117	Extant, Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	i love this show	2015-08-31
US	3732206	R2YHEYVKXF1GOO	B00F2C2U2W	916160949	Parade's End Season 1	Digital_Video_Download	3	0	0	N	Y	TOO BRITISH, Plot disjointed!	This series left me hanging in many ways , a little too British, I was confused by a lot of their lingo. Disjointed plot but some of it was enjoyable even so.	2015-08-31
US	9959130	R3P2AZP96IP6ZG	B006885LZM	224139336	The Pacific Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	excellent	2015-08-31
US	17960282	R1MZVBONQ91YX4	B013JP3IQU	120009755	Dark Places	Digital_Video_Download	4	1	2	N	Y	Four Stars	Good movie, unexpected ending, which is always a good thing! Charlize is great in it of course!	2015-08-31
US	11438825	R34VE5N3CF9HC2	B01489L1EW	952169193	Call Me Lucky	Digital_Video_Download	5	1	1	N	Y	Lucky is subjective but fantastic.	Fantastic Film, everyone should watch it.	2015-08-31
US	48177466	R2OP6XCDWJ2LZX	B00O8NQ1H6	922019435	A Haunting at Preston Castle	Digital_Video_Download	4	0	0	N	Y	not bad!	I thought it was pretty good. Kept me on the edge of my seat. Kind of a slow start but after it finally start goin, it was good.	2015-08-31
US	37514808	R3JLW3TIF0ZLAH	B00RNV50FY	467048342	Viking: The Berserkers	Digital_Video_Download	5	0	1	N	Y	Hot Vikings	Hot Viking love him.....Wonderful series and much actual history to be learned if your so inclined. Fabulously portrayed interesting characters whom you either love or feel great disdain for then quickly all is changed and one begins to fall for all the characters portrayed. Very well done....	2015-08-31
US	26553156	RXY2RCVU1SWRD	B006Z48TZS	647505870	Justified Season 3	Digital_Video_Download	5	0	0	N	Y	Why not make season 7 prime also. They want ...	Why not make season 7 prime also. They want to charge for the last season and I don't think is fear.	2015-08-31
US	38537810	R326RX4K4OK7L8	B00CU7TGPQ	727038027	Fetch! With Ruff Ruffman Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Fabulous for kids with an interest in the world around them.  Wish it was still in production!!	2015-08-31
US	26533368	R3FX531ES4T7BB	B00KQ9UTSI	576291863	Gremlins	Digital_Video_Download	5	0	2	N	Y	Five Stars	Just as I remembered it. Definitely a classic.	2015-08-31
US	23483007	R2E784G0JV0DTJ	B00PSLQGX6	156264553	Downton Abbey Season 5	Digital_Video_Download	5	0	0	N	Y	Great historical fiction.	I love this show,	2015-08-31
US	17158252	R3VOTODHMLNK8B	B010PTRV0W	56912057	When Trumpets Fade	Digital_Video_Download	5	0	0	N	Y	Great Action Flick	Great action. Vivid and graphic violence make the movie a real seat squirmer. This movie and others like it should educate the public on what our military goes through, whether we agree or not, for us and make the ultimate sacrifice so we can go about our merry lives mostly without a care. Thank the goodness that exists, for the most part, our soldiers won't have to face that kind of agony and violence depicted in this excellent flick.	2015-08-31
US	38479663	R2ZJ2GP79NHQC4	B00COW65YC	78154914	True Blood Season 5	Digital_Video_Download	5	0	0	N	Y	Hubby & I love watching True Blood	Hubby & I love watching True Blood.  It's become a nightly ritual after the kids go to bed.  Can't wait for Season 6!	2015-08-31
US	48472756	R18OOAXY6TAP89	B00MU6AVQU	920357896	A Most Wanted Man	Digital_Video_Download	4	0	0	N	Y	Another journey into the ambiguous world of John Le Carre	Great spy thriller.  Hoffmann's performance as a world-weary German intelligence agent is spot on.	2015-08-31
US	20447795	R2U9C0EJW9Z0OM	B010AI9YCG	420702117	Extant, Season 2	Digital_Video_Download	4	0	0	N	Y	Four Stars	I'm looking forward to the next episode.	2015-08-31
US	49308363	R3ILV3A3T2AFNN	B00QJ4DWTM	221090175	The Americans Season 2	Digital_Video_Download	4	0	0	N	Y	Four Stars	Good story and good acting. Season 3 please. ðŸ˜Š	2015-08-31
US	20503073	R31Q1Y1XFN7OPY	B00O9SA6G2	990346781	The Green Girl	Digital_Video_Download	5	0	0	N	Y	Susan Oliver!! The Best!	Such an accomplished, amazingly strong woman.  Susan Oliver is one of my favorite actresses of all time, A true pioneer in so many ways. Classic beauty that rivaled the best Hollywood had to offer, on the Big Screen or Television. She will stand the test of time.  I remember watching TV back when I was young in the 70's and always wondering who this beauty was, I had such a huge crush and she was so prolific.  Now 52 I am now rediscovering Susan all over again. The bravery she possessed being only the 4th woman ever to fly solo across the Atlantic took nerves of steel and courage beyond belief. So talented!!  I wish she was still alive so I could tell her, but she's looking down and knows. A great role model to all!! Susan set her mark and stuck to it! Great documentary for anyone who treasures the golden years of Television.  George Pappy did a fabulous job!!  Sincerely, John Ferro in FLA	2015-08-31
US	23155685	R3EY5EEQSCJF4G	B00X5G0470	157175185	What We Do in the Shadows	Digital_Video_Download	5	0	1	N	Y	Five Stars	They carefully did their research on each generation of vampire to make a hilarious documentary.	2015-08-31
US	26988243	R2KJSV0R9C4V60	B013JP3IQU	120009755	Dark Places	Digital_Video_Download	3	0	0	N	Y	Book is better as usual	It missed some key elements from the book. Still aight though.	2015-08-31
US	23531656	R3OG35VFK26JAE	B0052BZ6X8	910208029	I Am Number Four	Digital_Video_Download	3	0	1	N	Y	Three Stars	silly story, cheap action	2015-08-31
US	43206660	R3UW2SHWVPDYB	B00V9VVALM	821701310	Riot Club	Digital_Video_Download	3	0	1	N	Y	Three Stars	It has a slow start but then picks up toward the middle - end.	2015-08-31
US	45792135	R8IGXNWIBN7ZP	B007BVMVDU	169791471	Game of Thrones Season 1	Digital_Video_Download	1	6	20	N	Y	I'm a Christian and I'm not desensitized like I used to be	I have watched trailers and clips of this and have always had a desire to watch. So I ordered season 1 epi 1.... But it was a lot scarier than I expected.  I was unable to watch ;(. With that I have to say, I'm a Christian and I'm not desensitized like I used to be!!  I love medevil era type movies, but I don't like scary stuff at all!! I've heard awesome reviews from friends I just could not watch myself!!  I'm sure the authors and illustrators are very talented!!!	2015-08-31
US	664597	R15Q1CNX9868JI	B006GLMY8S	465586043	Flight of the Conchords: Season 1	Digital_Video_Download	4	0	0	N	Y	Four Stars	Different but fun to watch	2015-08-31
US	36430600	R2OS2YN7S2OLE6	B0077RUCRK	328462806	Carnivale: Season 2	Digital_Video_Download	5	0	0	N	Y	Great series! Love the characters and era	Great series!  Love the characters and era.	2015-08-31
US	11324857	R1VWR6V0HWT3LS	B00W96NML2	594789082	Hot Tub Time Machine 2 (Unrated)	Digital_Video_Download	4	0	0	N	Y	decent sequel	Not as good as the first... still enjoyed it ...no John Cusack either...	2015-08-31
US	42537809	R22FBW14FNGXQW	B007Q211NU	97623503	The War: A Film by Ken Burns and Lynn Novick	Digital_Video_Download	5	0	0	N	Y	Every American should watch this epic documentary series!!	Superb and awesome series!	2015-08-31
US	33905143	R3HDG925S8N6R4	B00KVMY73I	986660463	Repentance	Digital_Video_Download	1	0	0	N	Y	One Star	Boring!	2015-08-31
US	11640173	R3S3BRS2KOYP15	B00V7MGF6S	519183438	Olympus Season 1	Digital_Video_Download	3	0	0	N	Y	Three Stars	Not bad entertaining enough like it	2015-08-31
US	11732074	R1X1Y56EB36EH1	B005HFL3UY	833269798	Frasier Season 5	Digital_Video_Download	5	0	0	N	Y	It is so fantastic and such a comedic show	It is so fantastic and such a comedic show.  It keeps me laughing all the time.  I love Amazon Prime.	2015-08-31
US	5809550	R1B6H8BY3GVBMS	B00UT42OH4	546299002	Song of the Sea	Digital_Video_Download	5	0	0	N	Y	Totes adorbs	So stinking good.	2015-08-31
US	52998826	R3IIDWS6TFP8MM	B00DFVZMR2	753000012	Masterpiece: Inspector Lewis Season 6	Digital_Video_Download	5	0	0	N	Y	Another BBC masterpiece.  Excellent	Great stories, great acting and good chemistry between majors.  I would not miss one episode.	2015-08-31
US	10875598	R3QSCT15LUAQE6	B007F8VHUC	989567160	Ghost Whisperer, Season 4	Digital_Video_Download	5	0	0	N	Y	Ghost whisperer a must watch	Amazing show I just love it great story line and the endings are usually really good to!!!	2015-08-31
US	11989098	RCM45UQO5E4U7	B012S24T5Y	615977853	The Water Diviner	Digital_Video_Download	3	0	0	N	Y	Three Stars	A fun movie and a good story.	2015-08-31
US	2571136	R1AJKK2TWDELJI	B00XOX9QCS	895883504	Mad Max: Fury Road	Digital_Video_Download	5	0	1	N	Y	Five Stars	Great movie	2015-08-31
US	28604838	RYWOLOXAPG6EU	B00IC9X936	922806508	Hannibal Season 2	Digital_Video_Download	5	0	0	N	Y	Thrilling, Artistic Series with Phenominal Acting	This is an incredibly well-written, artfully done show. It is thrilling, suspenseful, and eerily beautiful. However, it is not for the faint of heart (I &#34;watched&#34; several scenes with my hand over my eyes). The acting is superb and unlike anything I have ever seen before on network tv.	2015-08-31
US	46824987	R3FW26JOLWMPQI	B00S0AV2P4	763174171	Manny	Digital_Video_Download	5	0	0	N	Y	I love watching him fight and this is a great documentary	Pac Man is a remarkable man and fighter. I love watching him fight and this is a great documentary.	2015-08-31
US	13953524	R1WJIDOT39VBSO	B007F4B0DK	686580883	Entourage: Season 4	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great	2015-08-31
US	10874352	RDAHYMSYFKB10	B012XRW5PU	860282284	The Phantom of the Opera	Digital_Video_Download	4	0	0	N	Y	Four Stars	Ok	2015-08-31
US	14059796	R28X5KJEJ2JKVY	B00JP5ONY0	300096985	The Secret Life of Walter Mitty	Digital_Video_Download	3	0	0	N	Y	Pleasant, light movie	Excellent actors, and a lovely premise. But this could have been better. It was enjoyable, but light.	2015-08-31
US	16037331	R3H7DMPKR10A3M	B00ZPT0PNS	651497396	Suits, Season 5	Digital_Video_Download	5	0	0	N	Y	Five Stars	I love this show.	2015-08-31
US	42261181	R2TRMGWUINXABB	B00FWPML0A	840288703	Season 1	Digital_Video_Download	5	0	0	N	Y	Love This Show	This show is so funny! The characters are likable, too, which is a nice change from a lot of the new shows today.	2015-08-31
US	10883048	RYK8W8KY4H7IA	B006IVYBLY	357586991	The Sopranos: Season 5	Digital_Video_Download	4	0	0	N	Y	Four Stars	Very entertaining	2015-08-31
US	1070471	R1ZW8HKP3F2COQ	B00S1ZXBKC	872797769	Little Accidents	Digital_Video_Download	5	0	0	N	Y	Five Stars	Thoughts was a good movie, good acting and a very good story line	2015-08-31
US	16030865	R3G8X1EB3EJRO6	B010RC1PK4	308467322	Blue Bloods, Season 2	Digital_Video_Download	5	0	0	N	Y	I love watching this show	It's great.	2015-08-31
US	36110308	R3ZH3LZ1X1I2I	B011NM16C4	63859483	Dancing Across Borders	Digital_Video_Download	5	1	1	N	Y	Great movie, great story	Great movie, great story.  Apparently Sy is now dancing in the Carolinas.  I really enjoyed it, worth your time to watch.	2015-08-31
US	33528761	R2CTJJKMW1RA3Y	B009RI1T60	265421385	Everybody's Fine	Digital_Video_Download	4	0	0	N	Y	Four Stars	I enjoyed it.	2015-08-31
US	28086861	R23BO8X87XD59X	B009CPES4I	610952534	The Best Exotic Marigold Hotel	Digital_Video_Download	4	1	1	N	Y	Excellent movie. It's the type of movie that is ...	Excellent movie. It's the type of movie that is fun from start to end but makes you think about your own tolerance of others. Enlightening without having to be preachy.	2015-08-31
US	46668907	RWBDBFHZM0ABP	B00EUFOZ52	811357169	Survivor, Season 27 (Blood Vs. Water)	Digital_Video_Download	5	0	0	N	Y	Five Stars	Huge fan of survivor	2015-08-31
US	14543525	RFRF45UH1EWJG	B00EC8015K	573525994	Penn & Teller: BS! Season 1	Digital_Video_Download	5	0	0	N	Y	Give it a try. You may be happily surprised.	The show is great even if you don't agree with every word.	2015-08-31
US	45859202	R2J5UY76LUPBSE	B00X8UKOUK	666093513	Catastrophe - Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Very funny. I binge watched the entire first season!	2015-08-31
US	42744068	R3ABHAJFEOT5PN	B007D88T2S	841961876	Entourage: Season 3	Digital_Video_Download	5	0	0	N	Y	Greay show	Great show. Im hooked!	2015-08-31
US	12026883	R114KP33FK62LC	B00LLHKCZ4	491403979	SpongeBob SquarePants Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	We LOVE SpongeBob!!	2015-08-31
US	50988925	R2V7059E3NCPIZ	B00X8UKOUK	666093513	Catastrophe - Season 1	Digital_Video_Download	5	0	0	N	Y	Looking for something real(ish) with a funny edge? Give it a try.	Funny, fresh, poignant at times. Not your ordinary series, and I like that!	2015-08-31
US	45960461	R18EBFZYXIZBBY	B0114877Y8	728851027	Woman in Gold	Digital_Video_Download	4	0	0	N	Y	We would definitely recommend it.	Very well directed movie.  We would definitely recommend it.	2015-08-31
US	10933371	R64HZ8Z69D7WZ	B00OOKXTFU	801680808	The Worricker Trilogy Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Superb layered writing and acting. Bill Nighy and especially, Judy Davis, were superb.	2015-08-31
US	8248828	R2Y2CO7GSOE7LE	B00CW8DRU8	623814703	The Newsroom: Season 1	Digital_Video_Download	5	0	0	N	Y	More News!	Great story with very good casting.  Sorry to see it end.  Very current on news stories covered.	2015-08-31
US	20358735	R3W8Q94O6Y0TX	B01347V50Y	479335063	Sneaky Pete - Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	This show is stellar through and through! Can't wait for the full season!!	2015-08-31
US	53065530	R2098IX5V9ATYY	B00RT7K67E	410899561	Justified Season 6	Digital_Video_Download	4	0	0	N	Y	Four Stars	Okay season but may have gone on too long.	2015-08-31
US	24167536	RZK1O1LNX0GQ	B00J5BF2OO	644789351	Torchlighters: Corrie Ten Boom	Digital_Video_Download	4	0	0	N	Y	Four Stars	good story. learned some things	2015-08-31
US	42102697	RRR4OQ5IEGS3Y	B01347V50Y	479335063	Sneaky Pete - Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome	2015-08-31
US	4958873	R1BNITMLUDUG52	B01347T9O8	331499516	Casanova	Digital_Video_Download	4	0	0	N	Y	Four Stars	Could be great..<br />Guess we'll see	2015-08-31
US	4139616	R278JZAEVVCAC9	B00XCBCPT8	497641674	The Uboat War	Digital_Video_Download	3	0	0	N	Y	Three Stars	It was ok	2015-08-31
US	48957021	RAXKUFRNOV6RS	B0095R6IBE	168959820	Hung: Season 3	Digital_Video_Download	5	0	0	N	Y	Not many hangups with the show, except one - ...	Not many hangups with the show, except one - Tanya has got to mature, she is driving me nuts.	2015-08-31
US	32443832	R17ZKCD61X2VZQ	B00I3MOU4Y	933409825	Gortimer Gibbon's Life on Normal Street - Season 1	Digital_Video_Download	5	1	1	N	Y	Great tween show!	My 9 year old loves this show! Watching it every chance she gets.	2015-08-31
US	30837179	R1N92M0GD9TX97	B006Z48TZS	647505870	Justified Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome, great, and one of a kind.	2015-08-31
US	9562127	R16KZ1363KY1MR	B00C2QUCBM	128260051	Secretary	Digital_Video_Download	2	0	1	N	Y	Two Stars	Crazy movie.	2015-08-31
US	46635038	R1P958WZXZBOCC	B00FJVBGYY	497408504	This Is The End	Digital_Video_Download	1	0	2	N	Y	One Star	This movie is great if you think being vulgar is funny.	2015-08-31
US	39139748	R2XP3WOSQX9LGB	B00ZP9PPMO	956172056	Under The Dome Season 3	Digital_Video_Download	1	0	0	N	Y	Acting wasnt up to par, same with the special effects.	Thought it had bad acting, I couldn't watch it. Just my opinion though.	2015-08-31
US	2124172	RQZLLDLD4NNRD	B004R29BNY	194391633	Treasure in Heaven: The John Tanner Story	Digital_Video_Download	2	0	2	N	Y	Two Stars	Thought some of the subject matter was fake.	2015-08-31
US	50847058	R304AW4LC3YXF6	B00XLVXSZE	216873814	Survivor	Digital_Video_Download	1	0	0	N	Y	Bad. It's just bad	Bad.  It's just bad.  Couldn't get through more than about 20 minutes.	2015-08-31
US	40685772	RCFSSW9O49A9V	B008Y71BA4	103856724	Good Will Hunting	Digital_Video_Download	5	0	1	N	Y	Five Stars	Amazing, still, after all this time. Robin Williams steals the show.	2015-08-31
US	37245408	RJHT5Z5AKF6P7	B00APJLEGA	386512526	Hotel Transylvania	Digital_Video_Download	5	0	1	N	Y	Five Stars	great movie	2015-08-31
US	46034443	R1HL6CZP9E0K8F	B00YORC6UW	534362238	Devious Maids Season 3	Digital_Video_Download	5	0	0	N	Y	I love the show and I can't always watch on day ...	I love the show and I can't always watch on day it comes out, so being able to watch on amazon is awesome and greatly convenient	2015-08-31
US	41194541	R2WJXEQLQOFCDP	B00N37FRPA	554521137	Life Of Crime	Digital_Video_Download	1	1	2	N	Y	Big Stars, but no punch.	had to shut it off after 20 minutes, because it was just going nowhere and making no sense to me...	2015-08-31
US	25941731	R3038D02YXW555	B00ZTWXQF0	869886186	Inspector Manara (English Subtitled)	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesone show..highly recommended	2015-08-31
US	26034010	R61F9G0I5JGXA	B00XWUOCJA	627579257	Boardwalk Empire Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Excellant show!! Luv it.	2015-08-31
US	39149569	R1PEAXBN1JSMYD	B003VPK1DW	883859251	Covert Affairs Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	enjoyed the show	2015-08-31
US	37619098	R8UC7AZ8DK7X8	B005HF0QHA	51615698	Harper's Island Season 1	Digital_Video_Download	4	0	0	N	Y	This was a fun and engaging series	This was a fun and engaging series. The story line was far-fetched, but I enjoyed the ride. I would recommend to Prime users......it's a great rainy day distraction	2015-08-31
US	37412547	RTW8VWAYI59PP	B00CB6VTDS	879126681	Creative Galaxy Season 1	Digital_Video_Download	5	0	0	N	Y	It also gives us great craft ideas to do after every show	Keeps my four and a half year old engaged! It also gives us great craft ideas to do after every show!	2015-08-31
US	40211930	RC4WF8E4C2EX	B00BSEJR9C	858003185	The Wire Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	One of those shows that makes you think about subscribing to HBO, not that it's on anymore.	2015-08-31
US	45059028	R1D79VG46ZQ5MY	B00A95Q7AI	178033767	The Words	Digital_Video_Download	4	0	0	N	Y	The Words  is worth watching	I loved this movie.. if you are a book lover or writer you will even love it more!<br />I just wish there was more of an end but isnt that the case with a lot of books and movies?	2015-08-31
US	42989351	R2X9OZZKPF293G	B00VFTAIRA	754813341	Avenged	Digital_Video_Download	5	0	0	N	Y	Odd yet unique and watchable	I gave this flick a 5 for it being unique and still interesting	2015-08-31
US	683747	R254SD44SB2U4N	B0078YWTJQ	420090910	Six Feet Under Season 4	Digital_Video_Download	5	0	0	N	Y	Five Stars	Totally addicted.	2015-08-31
US	2871193	R215UT30TXRAW0	B0112QC2U6	5268407	Impractical Jokers Season 7	Digital_Video_Download	5	0	0	N	Y	Five Stars	The greatest of all time!	2015-08-31
US	51837762	R3PYVJOSSP0UEV	B00K31EPJ8	766676058	Tim's Vermeer	Digital_Video_Download	4	0	0	N	Y	Incredible documentary details the patience and perseverance applied in the ...	Incredible documentary details the patience and perseverance applied in the solving of one of art's enduring mysteries...and the solution provided seems the only logical answer!  Just how did Vermeer do it?	2015-08-31
US	11049438	R1BV4SHVSXTDHU	B00622APCI	904026375	Drive Me Crazy	Digital_Video_Download	4	0	0	N	Y	Four Stars	Funny!	2015-08-31
US	28114558	RBPSO1PA67TRT	B0037KH0WQ	142702840	Team Umizoomi Season 1	Digital_Video_Download	5	0	0	N	Y	My 3-year-old son usually only likes scary things like Scooby Doo	My 3-year-old son usually only likes scary things like Scooby Doo, and I know that's my fault but when I showed him one episode I never thought he would be obsessed with it.  Cut to about a month ago when we discovered Team UmiZoomi! He is obsessed! It is so educational and I never have to cringe while he's watching it.  Thank you Amazon Prime for providing this great show for my boy to watch!	2015-08-31
US	3192865	RDZZAGQ3AD9VX	B00ZP9PPMO	956172056	Under The Dome Season 3	Digital_Video_Download	5	0	0	N	Y	Review	Love this show.  The twist and turns are never expected ahead of time which is great. I don't like guessing the outcome of a show because then I'm wasting time watching it.	2015-08-31
US	26468154	R1TRFWPP5C64HA	B005HFVJA8	36408942	Mission Impossible Season 5	Digital_Video_Download	5	0	0	N	Y	Better then I remember.	The Original better then I remember.	2015-08-31
US	10068890	R2D1W4T5ABW5BP	B00I3MQNWG	853694223	Bosch Season 1	Digital_Video_Download	5	0	0	N	Y	Photo misleading	Much better than expected based on the promo material ... Especially the photo	2015-08-31
US	6731541	R1YUV6OJHUNZSD	B00ZP9PPMO	956172056	Under The Dome Season 3	Digital_Video_Download	4	0	0	N	Y	The characters are interesting and the possibilities are.. ...	The characters are interesting and the possibilities are......so as long as the writers keep coming up with new and creative paths, the actors for the most part carry on with their craft I will keep watching.	2015-08-31
US	28654782	R3I67RMWIYRWDT	B0035YTG30	631729024	Roman Holiday	Digital_Video_Download	4	0	0	N	Y	Good movie to watch	A very god movie, 4 stars if in color 5 stars	2015-08-31
US	13727857	RK8MHN6KW7XVL	B00CTEGY7S	728197314	Grimm Season 1	Digital_Video_Download	5	0	0	N	Y	The early days explained by a revisit.	After watching several seasons, the &#34;review&#34; of season 1 was interesting. I recall watching some of these but only developed and interest later.	2015-08-31
US	45709289	R3JDM2CEBO2MRN	B00RSGFRY8	68901493	The Man In the High Castle - Season 1	Digital_Video_Download	5	0	0	N	Y	The spirit of Philip K. Dick's original novel appears to be alive and well in this excellent pilot.	I read the late Philip K Dick's original novel the year I graduated from High School (1978) and have been waiting to reread it, but now that novel has been turned into a series for at least one season, I'll have to reread The Man in the High Castle before the season begins in November 2015.  From this pilot, I can see that many changes have been made, but they were necessary if the basic premise is to be presented as a series that might run multiple seasons.  Pop radio in this alternative 1962 sounds like from the 1940s in the Nazi-occupied portion of the former USA.  Thus, Rock and Roll never got going, and I suspect there will be no Beatlemania in this alternative timeline's 1964.<br /><br />Yes, and I sure hope I got caught in the Pacific States of America, which is the same way I felt after reading the novel so many years ago.  My teenage boys and I are looking forward to watching the coming season.  Nazi technology versus Japanese wisdom plus the Chinese I Ching should be a delightful secondary subplot, as we learn more about the Man in the High Castle and whether or not he can remain safe from the those who would like to see him silenced.  Guess who won World War II in the original novel, as determined by the I Ching.  We're looking forward to see what the producer will do with that plot element.	2015-08-31
US	34348752	R318EE9N3HK0BX	B00TFVZCIU	546299002	Song of the Sea	Digital_Video_Download	4	0	0	N	Y	Four Stars	Kids enjoyed it.	2015-08-31
US	7198130	R2OHY4NVQV0M6W	B005KO35Q2	233562257	ARCHER SEASON 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Simply amazing	2015-08-31
US	52690722	R2HTBOL8CLQ90F	B009NY4FUK	85491399	Spanglish	Digital_Video_Download	4	0	0	N	Y	A Treat!	What a surprising movie, I had never seen or heard of Adam Sandler in a serious role.  Tea Leoni plays a ditsy LA housewife, so different than Madam Secretary.  Paz Vega and Shelbie Bruce are the real stars of the movie.  I was skeptical but thoroughly enjoyed the movie.	2015-08-31
US	32774570	RNDAILEBR8BFP	B004RORHHE	897424280	And Then There Were None - 1945	Digital_Video_Download	5	0	0	N	Y	Five Stars	One of my favorites!	2015-08-31
US	13115398	RCD18BQM8R0A5	B00EC7W70S	732924820	Strike Back: Season 2	Digital_Video_Download	4	0	0	N	Y	Four Stars	good movie.	2015-08-31
US	50804627	RNJHA3QK0XTOE	B00WG1DDFU	365027147	Taken 3	Digital_Video_Download	3	0	0	N	Y	Three Stars	A no-brainer kind of movie, but full of action.	2015-08-31
US	13240795	R12589DFNYYEA	B00WN9DG2U	675032796	Strike Back: Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Very entertaining.	2015-08-31
US	46682582	R2JVQ1BSL3HPDR	B00CDZFRAI	756881760	Alpha House Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Fantastic show. The actors are great esp. John Goodman.	2015-08-31
US	24481167	R1GK0QDG8B1AT	B00L0Y5Y8I	726607310	Shaun the Sheep Season 3	Digital_Video_Download	5	0	0	N	Y	Kids loved this!	This series is apparently hysterical, according to the reaction of my grandsons. Aged 7 and 11, they were laughing like crazy!	2015-08-31
US	33238646	R2TAQIOOSL0P5C	B010AI9YCG	420702117	Extant, Season 2	Digital_Video_Download	3	0	0	N	Y	No Stars in My Eyes	Season One was intriguing. Season 2 was implausible on the basic level. JD took a marrow sample from her while she was standing? She sterilized area then touched it with her finger? Not even addressing the aliens, the day to day errors were ridiculous.	2015-08-31
